Query_ID,Query_Text,Department,Device,Time_of_Day,Hour,Day_of_Week,Department_Code,Device_Code
Q01538_aug_1,"Good evening, I need help with my smartphone about a problem that just started this morning. I would appreciate a quick answer. Thank you.",Billing,Smartphone,2025-04-26 02:59:29,2,5,1,6
Q01539,"Hello,

I noticed some irregular behavior with my Tablet that I believe your team should look into. 

Thank you.",Returns & Refunds,Tablet,2025-05-09 13:21:05,13,4,4,5
Q01539_aug_1,"Hello, I noticed an irregular behavior with my tablet that I think your team should examine.",Returns & Refunds,Tablet,2025-05-09 13:21:05,13,4,4,5
Q01540,"Good morning,

This is to bring to your attention an ongoing issue with my Tablet that hasn't been resolved yet. 

Thank you.",Returns & Refunds,Tablet,2025-05-22 00:00:25,0,3,4,5
Q01540_aug_1,"Hello, this is to bring to your attention a permanent problem with my tablet that has not yet been solved. Thank you.",Returns & Refunds,Tablet,2025-05-22 00:00:25,0,3,4,5
Q01541,"Hello team,

I need assistance with my Smart TV regarding a problem that just started this morning. Kindly resolve this issue as soon as possible.

Thank you.",Warranty Claims,Smart TV,2025-05-04 00:20:00,0,6,7,3
Q01541_aug_1,"Hello team, I need help with my Smart TV about a problem that just started this morning. Please solve this problem as soon as possible. Thank you.",Warranty Claims,Smart TV,2025-05-04 00:20:00,0,6,7,3
Q01542,"I hope this message finds you well,

I need assistance with my Laptop regarding a problem that just started this morning. 

Thank you.",Account Management,Laptop,2025-05-08 12:06:54,12,3,0,4
Q01542_aug_1,"I hope this message will find you, I need help with my laptop about a problem that just started this morning. Thank you.",Account Management,Laptop,2025-05-08 12:06:54,12,3,0,4
Q01543,"Dear support,

My recent experience with the Printer has been quite disappointing due to several bugs. 

Thank you.",Returns & Refunds,Printer,2025-04-25 01:08:11,1,4,4,2
Q01543_aug_1,"Dear support, My recent experience with the Printer has been quite disappointing due to several bugs. Thank you.",Returns & Refunds,Printer,2025-04-25 01:08:11,1,4,4,2
Q01544,"Hello team,

This is to bring to your attention an ongoing issue with my Smart TV that hasn't been resolved yet. 

Thank you.",Warranty Claims,Smart TV,2025-05-13 14:31:32,14,1,7,3
Q01544_aug_1,"Hello team, This is to bring to your attention a continuous problem with my Smart TV that has not yet been solved. Thank you.",Warranty Claims,Smart TV,2025-05-13 14:31:32,14,1,7,3
Q01546,"Hello,

This is to bring to your attention an ongoing issue with my Smartwatch that hasn't been resolved yet. 

Thank you.",Technical Support,Smartwatch,2025-05-16 07:31:34,7,4,6,0
Q01546_aug_1,"Hello, This is to bring to your attention a permanent problem with my Smartwatch that has not yet been solved. Thank you.",Technical Support,Smartwatch,2025-05-16 07:31:34,7,4,6,0
Q01548,"I hope this message finds you well,

My recent experience with the Printer has been quite disappointing due to several bugs. Please address this issue at your earliest convenience.

Thank you.",Shipping,Printer,2025-04-28 13:12:54,13,0,5,2
Q01548_aug_1,"I hope this message finds you well, My recent experience with the Printer has been quite disappointing due to several bugs. Please address this problem as soon as possible. Thank you.",Shipping,Printer,2025-04-28 13:12:54,13,0,5,2
Q01549,"Hi there,

Could you please assist with an unexpected error I've encountered on my Router? 

Thank you.",Order Management,Router,2025-04-25 16:30:28,16,4,2,7
Q01549_aug_1,"Hi, could you help us with an unexpected mistake I met on my router?",Order Management,Router,2025-04-25 16:30:28,16,4,2,7
Q01550,"Hello,

I've been facing persistent problems with my Tablet. 

Thank you.",Shipping,Tablet,2025-05-14 08:37:02,8,2,5,5
Q01550_aug_1,"Hello, I've been confronted with persistent problems with my tablet.",Shipping,Tablet,2025-05-14 08:37:02,8,2,5,5
Q01551,"Hello team,

I've been facing persistent problems with my Tablet. Kindly resolve this issue as soon as possible.

Thank you.",Shipping,Tablet,2025-05-17 10:40:16,10,5,5,5
Q01551_aug_1,"Hello team, I have been confronted with persistent problems with my tablet. Please fix this problem as soon as possible. Thank you.",Shipping,Tablet,2025-05-17 10:40:16,10,5,5,5
Q01555,"Good evening,

I need assistance with my Printer regarding a problem that just started this morning. 

Thank you.",Warranty Claims,Printer,2025-05-05 13:53:02,13,0,7,2
Q01555_aug_1,"Good evening, I need help with my printer for a problem that just started this morning.",Warranty Claims,Printer,2025-05-05 13:53:02,13,0,7,2
Q01558,"Good evening,

There seems to be a malfunction with my Laptop that needs urgent attention. Please look into this matter urgently.

Thank you.",Shipping,Laptop,2025-05-20 01:13:06,1,1,5,4
Q01558_aug_1,"Good evening, there seems to be a malfunction with my laptop that needs urgent attention. Please consider this issue of urgency. Thank you.",Shipping,Laptop,2025-05-20 01:13:06,1,1,5,4
Q01559,"Good morning,

I've been facing persistent problems with my Smartphone. Please address this issue at your earliest convenience.

Thank you.",Shipping,Smartphone,2025-05-17 20:41:34,20,5,5,6
Q01559_aug_1,"Hello, I have been confronted with persistent problems with my Smartphone. Please address this problem as soon as possible. Thank you.",Shipping,Smartphone,2025-05-17 20:41:34,20,5,5,6
Q01560,"Hello team,

My recent experience with the Smartwatch has been quite disappointing due to several bugs. Please look into this matter urgently.

Thank you.",Shipping,Smartwatch,2025-05-11 08:03:06,8,6,5,0
Q01560_aug_1,"Hello team, My recent experience with the Smartwatch has been quite disappointing due to several bugs. Please consider this issue of urgency. Thank you.",Shipping,Smartwatch,2025-05-11 08:03:06,8,6,5,0
Q01561,"Good morning,

My Tablet has stopped functioning properly and I need help resolving the issue. 

Thank you.",Returns & Refunds,Tablet,2025-05-18 08:15:27,8,6,4,5
Q01561_aug_1,"Hello, My tablet stopped working properly and I need help solving the problem. Thank you.",Returns & Refunds,Tablet,2025-05-18 08:15:27,8,6,4,5
Q01562,"Dear support,

I've been facing persistent problems with my Smart TV. I would appreciate a prompt response.

Thank you.",Product Inquiry,Smart TV,2025-04-30 23:32:14,23,2,3,3
Q01562_aug_1,"Dear support, I have been confronted with persistent problems with my Smart TV. I would appreciate a quick answer. Thank you.",Product Inquiry,Smart TV,2025-04-30 23:32:14,23,2,3,3
Q01564,"Hello,

My Tablet has stopped functioning properly and I need help resolving the issue. 

Thank you.",Billing,Tablet,2025-04-24 22:24:08,22,3,1,5
Q01564_aug_1,"Hello, My tablet stopped working properly and I need help solving the problem. Thank you.",Billing,Tablet,2025-04-24 22:24:08,22,3,1,5
Q01565,"Hello,

There seems to be a malfunction with my Smart TV that needs urgent attention. Please look into this matter urgently.

Thank you.",Technical Support,Smart TV,2025-05-18 03:45:30,3,6,6,3
Q01565_aug_1,"Hello, There seems to be a malfunction with my Smart TV that needs urgent attention. Please consider this issue of urgency. Thank you.",Technical Support,Smart TV,2025-05-18 03:45:30,3,6,6,3
Q01566,"Good morning,

I noticed some irregular behavior with my Smartwatch that I believe your team should look into. 

Thank you.",Account Management,Smartwatch,2025-05-19 23:03:59,23,0,0,0
Q01566_aug_1,"Hello, I noticed an irregular behavior with my Smartwatch that I think your team should examine.",Account Management,Smartwatch,2025-05-19 23:03:59,23,0,0,0
Q01568,"I hope this message finds you well,

My recent experience with the Smartwatch has been quite disappointing due to several bugs. 

Thank you.",Billing,Smartwatch,2025-05-14 11:40:04,11,2,1,0
Q01568_aug_1,"I hope this message finds you well, My recent experience with the Smartwatch has been quite disappointing due to several bugs. Thank you.",Billing,Smartwatch,2025-05-14 11:40:04,11,2,1,0
Q01570,"Good evening,

This is to bring to your attention an ongoing issue with my Router that hasn't been resolved yet. 

Thank you.",Returns & Refunds,Router,2025-05-08 12:14:11,12,3,4,7
Q01570_aug_1,"Good evening, this is to bring to your attention a permanent problem with my Router that has not yet been solved. Thank you.",Returns & Refunds,Router,2025-05-08 12:14:11,12,3,4,7
Q01572,"Hello,

I noticed some irregular behavior with my Gaming Console that I believe your team should look into. 

Thank you.",Shipping,Gaming Console,2025-04-30 18:23:28,18,2,5,1
Q01572_aug_1,"Hello, I noticed an irregular behavior with my game console that I think your team should examine.",Shipping,Gaming Console,2025-04-30 18:23:28,18,2,5,1
Q01573,"Hello,

I noticed some irregular behavior with my Router that I believe your team should look into. 

Thank you.",Warranty Claims,Router,2025-05-05 12:28:59,12,0,7,7
Q01573_aug_1,"Hello, I noticed an irregular behavior with my router that I think your team should examine.",Warranty Claims,Router,2025-05-05 12:28:59,12,0,7,7
Q01574,"Hi there,

I'm writing to report a serious issue with my Smart TV. I would appreciate a prompt response.

Thank you.",Returns & Refunds,Smart TV,2025-05-09 14:09:54,14,4,4,3
Q01574_aug_1,"Hello, I am writing to report a serious problem with my Smart TV. I would appreciate a quick answer. Thank you.",Returns & Refunds,Smart TV,2025-05-09 14:09:54,14,4,4,3
Q01575,"Dear support,

After the recent update, my Tablet isn't working as expected. 

Thank you.",Account Management,Tablet,2025-05-18 16:30:06,16,6,0,5
Q01575_aug_1,"Dear support, After the recent update, my tablet does not work as expected. Thank you.",Account Management,Tablet,2025-05-18 16:30:06,16,6,0,5
Q01576,"I hope this message finds you well,

I noticed some irregular behavior with my Tablet that I believe your team should look into. 

Thank you.",Technical Support,Tablet,2025-04-28 08:15:47,8,0,6,5
Q01576_aug_1,"I hope this message will find you, I noticed an irregular behavior with my tablet that I think your team should examine. Thank you.",Technical Support,Tablet,2025-04-28 08:15:47,8,0,6,5
Q01577,"Hi there,

After the recent update, my Gaming Console isn't working as expected. 

Thank you.",Shipping,Gaming Console,2025-05-08 09:27:18,9,3,5,1
Q01577_aug_1,"Hello, After the recent update, my game console doesn't work as expected. Thank you.",Shipping,Gaming Console,2025-05-08 09:27:18,9,3,5,1
Q01578,"Good morning,

I'm writing to report a serious issue with my Smartphone. Looking forward to your swift assistance.

Thank you.",Billing,Smartphone,2025-05-17 22:45:01,22,5,1,6
Q01578_aug_1,"Hello, I'm writing to report a serious problem with my Smartphone.",Billing,Smartphone,2025-05-17 22:45:01,22,5,1,6
Q01579,"Good morning,

I need assistance with my Printer regarding a problem that just started this morning. 

Thank you.",Product Inquiry,Printer,2025-05-09 19:34:50,19,4,3,2
Q01579_aug_1,"Hello, I need help with my printer for a problem that just started this morning.",Product Inquiry,Printer,2025-05-09 19:34:50,19,4,3,2
Q01580,"Good morning,

Could you please assist with an unexpected error I've encountered on my Gaming Console? 

Thank you.",Product Inquiry,Gaming Console,2025-05-21 14:42:14,14,2,3,1
Q01580_aug_1,"Hello, could you help us with an unexpected mistake that I met on my game console? Thank you.",Product Inquiry,Gaming Console,2025-05-21 14:42:14,14,2,3,1
Q01581,"I hope this message finds you well,

There seems to be a malfunction with my Smartwatch that needs urgent attention. Please address this issue at your earliest convenience.

Thank you.",Product Inquiry,Smartwatch,2025-05-11 08:07:29,8,6,3,0
Q01581_aug_1,"I hope this message finds you well, There seems to be a malfunction with my Smartwatch that requires urgent attention. Please treat this problem as soon as possible. Thank you.",Product Inquiry,Smartwatch,2025-05-11 08:07:29,8,6,3,0
Q01582,"Good evening,

I need assistance with my Tablet regarding a problem that just started this morning. 

Thank you.",Warranty Claims,Tablet,2025-05-05 12:44:45,12,0,7,5
Q01582_aug_1,"Good evening, I need help with my tablet for a problem that just started this morning.",Warranty Claims,Tablet,2025-05-05 12:44:45,12,0,7,5
Q01583,"I hope this message finds you well,

I've been facing persistent problems with my Printer. 

Thank you.",Technical Support,Printer,2025-05-06 23:07:57,23,1,6,2
Q01583_aug_1,"I hope this message will find you, I have been confronted with persistent problems with my printer.",Technical Support,Printer,2025-05-06 23:07:57,23,1,6,2
Q01584,"Dear support,

After the recent update, my Smart TV isn't working as expected. I would appreciate a prompt response.

Thank you.",Order Management,Smart TV,2025-05-02 18:27:06,18,4,2,3
Q01584_aug_1,"Dear support, After the recent update, my Smart TV does not work as planned. I would appreciate a quick answer. Thank you.",Order Management,Smart TV,2025-05-02 18:27:06,18,4,2,3
Q01585,"Dear support,

My recent experience with the Smartwatch has been quite disappointing due to several bugs. 

Thank you.",Shipping,Smartwatch,2025-04-30 03:01:43,3,2,5,0
Q01585_aug_1,"Dear support, My recent experience with the Smartwatch has been quite disappointing due to several bugs. Thank you.",Shipping,Smartwatch,2025-04-30 03:01:43,3,2,5,0
Q01586,"To whom it may concern,

This is to bring to your attention an ongoing issue with my Gaming Console that hasn't been resolved yet. Kindly resolve this issue as soon as possible.

Thank you.",Returns & Refunds,Gaming Console,2025-05-08 06:08:27,6,3,4,1
Q01586_aug_1,"To whom this may concern, this is to bring to your attention a continuous problem with my game console that has not yet been solved. Please solve this problem as soon as possible. Thank you.",Returns & Refunds,Gaming Console,2025-05-08 06:08:27,6,3,4,1
Q01587,"Hi there,

My recent experience with the Smart TV has been quite disappointing due to several bugs. I would appreciate a prompt response.

Thank you.",Returns & Refunds,Smart TV,2025-04-23 17:36:13,17,2,4,3
Q01587_aug_1,"Hello, My recent experience with Smart TV has been quite disappointing due to several bugs. I would appreciate a quick answer. Thank you.",Returns & Refunds,Smart TV,2025-04-23 17:36:13,17,2,4,3
Q01588,"Hi there,

There seems to be a malfunction with my Tablet that needs urgent attention. 

Thank you.",Technical Support,Tablet,2025-05-15 02:16:59,2,3,6,5
Q01588_aug_1,"Hello, there seems to be a malfunction with my tablet that needs urgent attention.",Technical Support,Tablet,2025-05-15 02:16:59,2,3,6,5
Q01589,"Hello team,

My Router has stopped functioning properly and I need help resolving the issue. 

Thank you.",Product Inquiry,Router,2025-05-13 15:16:45,15,1,3,7
Q01589_aug_1,"Hello team, My Router stopped working properly and I need help solving the problem. Thank you.",Product Inquiry,Router,2025-05-13 15:16:45,15,1,3,7
Q01590,"Hello team,

My recent experience with the Gaming Console has been quite disappointing due to several bugs. 

Thank you.",Returns & Refunds,Gaming Console,2025-05-01 06:37:01,6,3,4,1
Q01590_aug_1,"Hello team, My recent experience with the game console has been quite disappointing due to several bugs. Thank you.",Returns & Refunds,Gaming Console,2025-05-01 06:37:01,6,3,4,1
Q01591,"Good evening,

I need assistance with my Tablet regarding a problem that just started this morning. 

Thank you.",Returns & Refunds,Tablet,2025-05-21 06:46:44,6,2,4,5
Q01591_aug_1,"Good evening, I need help with my tablet for a problem that just started this morning.",Returns & Refunds,Tablet,2025-05-21 06:46:44,6,2,4,5
Q01592,"Good morning,

This is to bring to your attention an ongoing issue with my Tablet that hasn't been resolved yet. 

Thank you.",Product Inquiry,Tablet,2025-04-30 23:40:06,23,2,3,5
Q01592_aug_1,"Hello, this is to bring to your attention a permanent problem with my tablet that has not yet been solved. Thank you.",Product Inquiry,Tablet,2025-04-30 23:40:06,23,2,3,5
Q01593,"To whom it may concern,

Could you please assist with an unexpected error I've encountered on my Smartphone? Please look into this matter urgently.

Thank you.",Warranty Claims,Smartphone,2025-05-05 08:57:30,8,0,7,6
Q01593_aug_1,"For whom can it concern, could you help with an unexpected mistake that I encountered on my Smartphone? Please consider this question of urgency. Thank you.",Warranty Claims,Smartphone,2025-05-05 08:57:30,8,0,7,6
Q01594,"Hello team,

I need assistance with my Printer regarding a problem that just started this morning. Please look into this matter urgently.

Thank you.",Product Inquiry,Printer,2025-04-23 15:29:10,15,2,3,2
Q01594_aug_1,"Hello team, I need help with my printer regarding a problem that just started this morning. Please consider this issue of urgency. Thank you.",Product Inquiry,Printer,2025-04-23 15:29:10,15,2,3,2
Q01595,"Hello,

This is to bring to your attention an ongoing issue with my Tablet that hasn't been resolved yet. 

Thank you.",Warranty Claims,Tablet,2025-05-21 06:19:32,6,2,7,5
Q01595_aug_1,"Hello, This is to bring to your attention a permanent problem with my tablet that has not yet been solved. Thank you.",Warranty Claims,Tablet,2025-05-21 06:19:32,6,2,7,5
Q01596,"To whom it may concern,

I need assistance with my Router regarding a problem that just started this morning. I would appreciate a prompt response.

Thank you.",Technical Support,Router,2025-04-26 19:04:07,19,5,6,7
Q01596_aug_1,"To whom it may interest me, I need help with my router about a problem that just started this morning. I would appreciate a quick answer. Thank you.",Technical Support,Router,2025-04-26 19:04:07,19,5,6,7
Q01597,"Hello,

This is to bring to your attention an ongoing issue with my Smartwatch that hasn't been resolved yet. 

Thank you.",Billing,Smartwatch,2025-05-07 21:26:14,21,2,1,0
Q01597_aug_1,"Hello, This is to bring to your attention a permanent problem with my Smartwatch that has not yet been solved. Thank you.",Billing,Smartwatch,2025-05-07 21:26:14,21,2,1,0
Q01598,"Hello,

I've been facing persistent problems with my Printer. Please look into this matter urgently.

Thank you.",Billing,Printer,2025-05-21 19:03:22,19,2,1,2
Q01598_aug_1,"Hello, I have been confronted with persistent problems with my printer. Please consider this issue of urgency. Thank you.",Billing,Printer,2025-05-21 19:03:22,19,2,1,2
Q01599,"To whom it may concern,

My Tablet has stopped functioning properly and I need help resolving the issue. Please look into this matter urgently.

Thank you.",Account Management,Tablet,2025-04-26 07:14:50,7,5,0,5
Q01599_aug_1,"To whom this may concern, My Tablet has stopped working properly and I need help to solve the problem. Please consider this issue of urgency. Thank you.",Account Management,Tablet,2025-04-26 07:14:50,7,5,0,5
Q01600,"Hello team,

After the recent update, my Smartphone isn't working as expected. 

Thank you.",Billing,Smartphone,2025-05-10 15:50:10,15,5,1,6
Q01600_aug_1,"Hello team, After the recent update, my smartphone doesn't work as planned. Thank you.",Billing,Smartphone,2025-05-10 15:50:10,15,5,1,6
Q01601,"Hello,

I've been facing persistent problems with my Smart TV. 

Thank you.",Order Management,Smart TV,2025-05-20 08:09:09,8,1,2,3
Q01601_aug_1,"Hello, I've been confronted with persistent problems with my Smart TV. Thank you.",Order Management,Smart TV,2025-05-20 08:09:09,8,1,2,3
Q01602,"I hope this message finds you well,

Could you please assist with an unexpected error I've encountered on my Printer? Please address this issue at your earliest convenience.

Thank you.",Order Management,Printer,2025-04-24 14:48:00,14,3,2,2
Q01602_aug_1,"I hope this message will find you, could you help with an unexpected mistake that I encountered on my printer? Please address this problem as soon as possible. Thank you.",Order Management,Printer,2025-04-24 14:48:00,14,3,2,2
Q01603,"Good evening,

After the recent update, my Smartwatch isn't working as expected. I would appreciate a prompt response.

Thank you.",Warranty Claims,Smartwatch,2025-05-10 19:46:38,19,5,7,0
Q01603_aug_1,"Good evening, After the recent update, my Smartwatch does not work as planned. I would appreciate a quick answer. Thank you.",Warranty Claims,Smartwatch,2025-05-10 19:46:38,19,5,7,0
Q01604,"Hello,

I'm writing to report a serious issue with my Smartphone. 

Thank you.",Returns & Refunds,Smartphone,2025-04-26 15:59:14,15,5,4,6
Q01604_aug_1,"Hello, I'm writing to report a serious problem with my Smartphone.",Returns & Refunds,Smartphone,2025-04-26 15:59:14,15,5,4,6
Q01605,"Hi there,

I noticed some irregular behavior with my Smartwatch that I believe your team should look into. 

Thank you.",Billing,Smartwatch,2025-05-23 12:59:31,12,4,1,0
Q01605_aug_1,"Hello, I noticed an irregular behavior with my Smartwatch that I think your team should examine.",Billing,Smartwatch,2025-05-23 12:59:31,12,4,1,0
Q01607,"I hope this message finds you well,

This is to bring to your attention an ongoing issue with my Smartphone that hasn't been resolved yet. Looking forward to your swift assistance.

Thank you.",Shipping,Smartphone,2025-05-22 19:40:38,19,3,5,6
Q01607_aug_1,"I hope this message finds you well, This is to bring to your attention a continuous problem with my smartphone that has not yet been solved.",Shipping,Smartphone,2025-05-22 19:40:38,19,3,5,6
Q01608,"Hello team,

My recent experience with the Laptop has been quite disappointing due to several bugs. 

Thank you.",Warranty Claims,Laptop,2025-04-30 20:47:53,20,2,7,4
Q01608_aug_1,"Hello team, My recent experience with the Laptop has been quite disappointing due to several bugs. Thank you.",Warranty Claims,Laptop,2025-04-30 20:47:53,20,2,7,4
Q01611,"Hi there,

After the recent update, my Gaming Console isn't working as expected. 

Thank you.",Returns & Refunds,Gaming Console,2025-04-25 08:08:11,8,4,4,1
Q01611_aug_1,"Hello, After the recent update, my game console doesn't work as expected. Thank you.",Returns & Refunds,Gaming Console,2025-04-25 08:08:11,8,4,4,1
Q01612,"Hi there,

After the recent update, my Router isn't working as expected. 

Thank you.",Warranty Claims,Router,2025-04-27 15:16:16,15,6,7,7
Q01612_aug_1,"Hello, after the recent update, my Router doesn't work as planned. Thank you.",Warranty Claims,Router,2025-04-27 15:16:16,15,6,7,7
Q01613,"Good morning,

Could you please assist with an unexpected error I've encountered on my Smart TV? 

Thank you.",Product Inquiry,Smart TV,2025-04-27 11:24:36,11,6,3,3
Q01613_aug_1,"Hello, could you help us with an unexpected mistake that I met on my Smart TV? Thank you.",Product Inquiry,Smart TV,2025-04-27 11:24:36,11,6,3,3
Q01614,"Good evening,

This is to bring to your attention an ongoing issue with my Router that hasn't been resolved yet. 

Thank you.",Account Management,Router,2025-05-16 01:43:32,1,4,0,7
Q01614_aug_1,"Good evening, this is to bring to your attention a permanent problem with my Router that has not yet been solved. Thank you.",Account Management,Router,2025-05-16 01:43:32,1,4,0,7
Q01615,"Hello team,

Could you please assist with an unexpected error I've encountered on my Smartwatch? Please look into this matter urgently.

Thank you.",Account Management,Smartwatch,2025-05-20 01:58:52,1,1,0,0
Q01615_aug_1,"Hello team, Can you help with an unexpected mistake that I encountered on my Smartwatch? Please consider this issue of urgency. Thank you.",Account Management,Smartwatch,2025-05-20 01:58:52,1,1,0,0
Q01617,"Good morning,

I'm writing to report a serious issue with my Tablet. Kindly resolve this issue as soon as possible.

Thank you.",Warranty Claims,Tablet,2025-05-15 07:53:16,7,3,7,5
Q01617_aug_1,"Hello, I'm writing to report a serious problem with my tablet.",Warranty Claims,Tablet,2025-05-15 07:53:16,7,3,7,5
Q01618,"Hello team,

This is to bring to your attention an ongoing issue with my Printer that hasn't been resolved yet. 

Thank you.",Warranty Claims,Printer,2025-05-02 03:34:30,3,4,7,2
Q01618_aug_1,"Hello team, This is to bring to your attention a continuous problem with my printer that has not yet been solved. Thank you.",Warranty Claims,Printer,2025-05-02 03:34:30,3,4,7,2
Q01619,"To whom it may concern,

After the recent update, my Gaming Console isn't working as expected. 

Thank you.",Order Management,Gaming Console,2025-05-04 15:35:18,15,6,2,1
Q01619_aug_1,"To whom it may concern, After the recent update, my game console does not work as expected. Thank you.",Order Management,Gaming Console,2025-05-04 15:35:18,15,6,2,1
Q01620,"I hope this message finds you well,

I need assistance with my Router regarding a problem that just started this morning. Kindly resolve this issue as soon as possible.

Thank you.",Returns & Refunds,Router,2025-05-11 03:57:21,3,6,4,7
Q01620_aug_1,"I hope this message will find you, I need help with my router on a problem that just started this morning.",Returns & Refunds,Router,2025-05-11 03:57:21,3,6,4,7
Q01621,"Hello,

This is to bring to your attention an ongoing issue with my Tablet that hasn't been resolved yet. 

Thank you.",Technical Support,Tablet,2025-05-13 02:12:55,2,1,6,5
Q01621_aug_1,"Hello, This is to bring to your attention a permanent problem with my tablet that has not yet been solved. Thank you.",Technical Support,Tablet,2025-05-13 02:12:55,2,1,6,5
Q01623,"Good evening,

I'm writing to report a serious issue with my Printer. Please look into this matter urgently.

Thank you.",Account Management,Printer,2025-05-07 10:41:05,10,2,0,2
Q01623_aug_1,"Good evening, I am writing to report a serious problem with my Printer.",Account Management,Printer,2025-05-07 10:41:05,10,2,0,2
Q01626,"To whom it may concern,

My Laptop has stopped functioning properly and I need help resolving the issue. 

Thank you.",Billing,Laptop,2025-05-09 21:59:36,21,4,1,4
Q01626_aug_1,"To whom this may concern, My laptop stopped working properly and I need help solving the problem. Thank you.",Billing,Laptop,2025-05-09 21:59:36,21,4,1,4
Q01627,"Good morning,

After the recent update, my Smartwatch isn't working as expected. Kindly resolve this issue as soon as possible.

Thank you.",Shipping,Smartwatch,2025-05-05 02:31:18,2,0,5,0
Q01627_aug_1,"Hello, After the recent update, my Smartwatch does not work as planned. Please fix this problem as soon as possible. Thank you.",Shipping,Smartwatch,2025-05-05 02:31:18,2,0,5,0
Q01628,"Good evening,

I noticed some irregular behavior with my Router that I believe your team should look into. Looking forward to your swift assistance.

Thank you.",Shipping,Router,2025-05-01 21:13:56,21,3,5,7
Q01628_aug_1,"Good evening, I noticed an irregular behavior with my router that I think your team should examine.",Shipping,Router,2025-05-01 21:13:56,21,3,5,7
Q01629,"I hope this message finds you well,

My Tablet has stopped functioning properly and I need help resolving the issue. 

Thank you.",Returns & Refunds,Tablet,2025-04-26 11:23:27,11,5,4,5
Q01629_aug_1,"I hope this message will find you, My tablet has stopped working properly and I need help to solve the problem. Thank you.",Returns & Refunds,Tablet,2025-04-26 11:23:27,11,5,4,5
Q01631,"Hello team,

My recent experience with the Gaming Console has been quite disappointing due to several bugs. Looking forward to your swift assistance.

Thank you.",Billing,Gaming Console,2025-05-20 05:59:29,5,1,1,1
Q01631_aug_1,"Hello team, My recent experience with the game console has been quite disappointing due to several bugs.",Billing,Gaming Console,2025-05-20 05:59:29,5,1,1,1
Q01632,"Hello,

After the recent update, my Router isn't working as expected. Looking forward to your swift assistance.

Thank you.",Account Management,Router,2025-05-08 22:26:48,22,3,0,7
Q01632_aug_1,"Hello, After the recent update, my Router doesn't work as planned.",Account Management,Router,2025-05-08 22:26:48,22,3,0,7
Q01633,"Hello team,

Could you please assist with an unexpected error I've encountered on my Router? 

Thank you.",Shipping,Router,2025-04-30 06:30:06,6,2,5,7
Q01633_aug_1,"Hello team, can you help us with an unexpected mistake that I met on my router? Thank you.",Shipping,Router,2025-04-30 06:30:06,6,2,5,7
Q01634,"Hello team,

There seems to be a malfunction with my Smartphone that needs urgent attention. 

Thank you.",Order Management,Smartphone,2025-05-21 05:05:10,5,2,2,6
Q01634_aug_1,"Hello team, there seems to be a malfunction with my smartphone that needs urgent attention. Thank you.",Order Management,Smartphone,2025-05-21 05:05:10,5,2,2,6
Q01635,"Hello team,

I'm writing to report a serious issue with my Smart TV. 

Thank you.",Technical Support,Smart TV,2025-05-20 16:46:30,16,1,6,3
Q01635_aug_1,"Hello team, I'm writing to report a serious problem with my Smart TV.",Technical Support,Smart TV,2025-05-20 16:46:30,16,1,6,3
Q01637,"Hello,

My Printer has stopped functioning properly and I need help resolving the issue. Please look into this matter urgently.

Thank you.",Order Management,Printer,2025-05-16 02:29:08,2,4,2,2
Q01637_aug_1,"Hello, My printer stopped working properly and I need help solving the problem. Please consider this emergency issue. Thank you.",Order Management,Printer,2025-05-16 02:29:08,2,4,2,2
Q01639,"Hi there,

My recent experience with the Printer has been quite disappointing due to several bugs. 

Thank you.",Technical Support,Printer,2025-04-23 23:17:37,23,2,6,2
Q01639_aug_1,"Hello, My recent experience with the printer has been quite disappointing due to several bugs. Thank you.",Technical Support,Printer,2025-04-23 23:17:37,23,2,6,2
Q01640,"Hi there,

After the recent update, my Smartwatch isn't working as expected. Kindly resolve this issue as soon as possible.

Thank you.",Warranty Claims,Smartwatch,2025-05-04 23:18:30,23,6,7,0
Q01640_aug_1,"Hello, After the recent update, my Smartwatch does not work as planned. Please fix this problem as soon as possible. Thank you.",Warranty Claims,Smartwatch,2025-05-04 23:18:30,23,6,7,0
Q01642,"Good morning,

My recent experience with the Tablet has been quite disappointing due to several bugs. 

Thank you.",Billing,Tablet,2025-05-07 21:17:56,21,2,1,5
Q01642_aug_1,"Hello, My recent experience with the tablet has been quite disappointing due to several bugs. Thank you.",Billing,Tablet,2025-05-07 21:17:56,21,2,1,5
Q01643,"Dear support,

I'm writing to report a serious issue with my Gaming Console. 

Thank you.",Returns & Refunds,Gaming Console,2025-05-19 11:38:14,11,0,4,1
Q01643_aug_1,"Dear support, I am writing to report a serious problem with my game console. Thank you.",Returns & Refunds,Gaming Console,2025-05-19 11:38:14,11,0,4,1
Q01644,"Hi there,

After the recent update, my Smartwatch isn't working as expected. 

Thank you.",Billing,Smartwatch,2025-05-09 12:39:10,12,4,1,0
Q01644_aug_1,"Hello, After the recent update, my Smartwatch doesn't work as planned. Thank you.",Billing,Smartwatch,2025-05-09 12:39:10,12,4,1,0
Q01645,"Hello team,

Could you please assist with an unexpected error I've encountered on my Gaming Console? Looking forward to your swift assistance.

Thank you.",Shipping,Gaming Console,2025-05-02 21:06:48,21,4,5,1
Q01645_aug_1,"Hello team, can you help us with an unexpected mistake that I met on my game console?",Shipping,Gaming Console,2025-05-02 21:06:48,21,4,5,1
